,Date,Dead,Description,Injured,Location,Total,dt,Suspects Dead,Suspects Injured,Year,Month,Day,City,State,loc,loc_name,loc_coords,lat,long,wrapped_descr,Location_
187,"October 30, 1985",3,"Springfield Mall shooting: The perpetrator fired first at customers outside the Springfield Mall, and then moved inside and killed 3 and wounded 7 before she was disarmed.[141]",7,"Springfield, Pennsylvania",10,1985-10-30,0,0,1985,10,30,Springfield, Pennsylvania,"Springfield Township, Bucks County, Pennsylvania, USA","Springfield Township, Bucks County, Pennsylvania, USA","(40.5249235, -75.2875280647195)",40.5249235,-75.2875280647195,"Springfield Mall
shooting: The
perpetrator fired
first at customers
outside the
Springfield Mall,
and then moved
inside and killed 3
and wounded 7 before
she was
disarmed.[141]","Springfield, Pennsylvania"
188,"October 18, 1985",0,"Murray-Wright High School shooting: During half-time at a football game, the perpetrator opened fire with a shotgun on individuals that he had earlier fought with and wounded six.",6,"Detroit, Michigan",6,1985-10-18,0,0,1985,10,18,Detroit, Michigan,"Detroit, Wayne County, Michigan, USA","Detroit, Wayne County, Michigan, USA","(42.3315509, -83.0466403)",42.3315509,-83.0466403,"Murray-Wright High
School shooting:
During half-time at
a football game, the
perpetrator opened
fire with a shotgun
on individuals that
he had earlier
fought with and
wounded six.","Detroit, Michigan"
189,"December 22, 1984",0,1984 New York City subway shooting: Four teenagers were shot and wounded by the perpetrator on a New York subway train.[142],4,"New York City, New York",4,1984-12-22,0,0,1984,12,22,New York City, New York,"NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,"1984 New York City
subway shooting:
Four teenagers were
shot and wounded by
the perpetrator on a
New York subway
train.[142]","New York City, New York"
190,"July 18, 1984",22,"San Ysidro McDonald's massacre: A male suspect entered a busy McDonald's and opened fire with an Uzi, shotgun and semiautomatic pistol, and killed twenty-one people and injured nineteen before being killed by a police sniper.",19,"San Diego, California",41,1984-07-18,1,0,1984,7,18,San Diego, California,"San Diego, San Diego County, California, USA","San Diego, San Diego County, California, USA","(32.7174209, -117.1627714)",32.7174209,-117.1627714,"San Ysidro
McDonald's massacre:
A male suspect
entered a busy
McDonald's and
opened fire with an
Uzi, shotgun and
semiautomatic
pistol, and killed
twenty-one people
and injured nineteen
before being killed
by a police sniper.","San Diego, California"
191,"April 15, 1984",10,"Palm Sunday massacre: During a believed home invasion ten people—three adults, one teenager, and six children—were killed. An infant was left unharmed.[143]",0,"Brooklyn, New York City, New York",10,1984-04-15,0,0,1984,4,15,Brooklyn, New York,"BK, Kings County, NYC, New York, USA","BK, Kings County, NYC, New York, USA","(40.6501038, -73.9495823)",40.6501038,-73.9495823,"Palm Sunday
massacre: During a
believed home
invasion ten
people—three adults,
one teenager, and
six children—were
killed. An infant
was left
unharmed.[143]","Brooklyn, New York"
192,"February 24, 1984",3,"49th Street Elementary School shooting: The perpetrator fired on children in a school playground from his home across the street, and killed two individuals and injured twelve others before committing suicide.",12,"Los Angeles, California",15,1984-02-24,1,0,1984,2,24,Los Angeles, California,"LA, Los Angeles County, California, United States of America","LA, Los Angeles County, California, United States of America","(34.0536909, -118.2427666)",34.0536909,-118.2427666,"49th Street
Elementary School
shooting: The
perpetrator fired on
children in a school
playground from his
home across the
street, and killed
two individuals and
injured twelve
others before
committing suicide.","Los Angeles, California"
193,"February 19, 1983",13,Wah Mee massacre: Three perpetrators entered a gambling club at the Louisa Hotel during a robbery and killed thirteen people and wounded one in an attempt to leave no witnesses.[144],1,"Seattle, Washington",14,1983-02-19,0,0,1983,2,19,Seattle, Washington,"Seattle, King County, Washington, United States of America","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624)",47.6038321,-122.3300624,"Wah Mee massacre:
Three perpetrators
entered a gambling
club at the Louisa
Hotel during a
robbery and killed
thirteen people and
wounded one in an
attempt to leave no
witnesses.[144]","Seattle, Washington"
194,"September 25, 1982",13,Murders by George Banks: The perpetrator used an AR-15 to shoot and kill thirteen people and injure one in his home and the home of a former girlfriend. A four-hour standoff occurred before officers were able to arrest and hold him on several charges.[145],1,"Wilkes-Barre, Pennsylvania and Jenkins Township, Pennsylvania",14,1982-09-25,0,0,1982,9,25,Wilkes-Barre, Pennsylvania,"Wilkes-Barre, Luzerne County, Pennsylvania, USA","Wilkes-Barre, Luzerne County, Pennsylvania, USA","(41.2464824, -75.8817316)",41.2464824,-75.8817316,"Murders by George
Banks: The
perpetrator used an
AR-15 to shoot and
kill thirteen people
and injure one in
his home and the
home of a former
girlfriend. A four-
hour standoff
occurred before
officers were able
to arrest and hold
him on several
charges.[145]","Wilkes-Barre, Pennsylvania"
195,"August 20, 1982",8,"Welding shop shooting: A teacher opened fire inside a welding shop, killing eight people and injuring three before attempting to flee by bicycle; he was run down as he cycled away.",3,"Miami, Florida",11,1982-08-20,0,0,1982,8,20,Miami, Florida,"Miami, Miami-Dade County, Florida, USA","Miami, Miami-Dade County, Florida, USA","(25.7742658, -80.1936589)",25.7742658,-80.1936589,"Welding shop
shooting: A teacher
opened fire inside a
welding shop,
killing eight people
and injuring three
before attempting to
flee by bicycle; he
was run down as he
cycled away.","Miami, Florida"
196,"May 3, 1982",4,Russian Jack Springs Park shooting: A schizophrenic man left a psychiatric hospital on a day pass and killed four teenagers in a park before being arrested.,0,"Russian Jack Springs Park, Anchorage, Alaska",4,1982-05-03,0,0,1982,5,3,Russian Jack Springs Park, Alaska,"Russian Jack Springs Park, Anchorage, Alaska, USA","Russian Jack Springs Park, Anchorage, Alaska, USA","(61.2100945, -149.785918791092)",61.2100945,-149.785918791092,"Russian Jack Springs
Park shooting: A
schizophrenic man
left a psychiatric
hospital on a day
pass and killed four
teenagers in a park
before being
arrested.","Russian Jack Springs Park, Alaska"
197,"May 7, 1981",5,"Oregon Museum Tavern shooting: The perpetrator entered the location and fired, killing five people and injuring eighteen before he was wrestled to the ground.",18,"Salem, Oregon",23,1981-05-07,0,0,1981,5,7,Salem, Oregon,"Salem, Marion County, Oregon, USA","Salem, Marion County, Oregon, USA","(44.9391565, -123.033121)",44.9391565,-123.033121,"Oregon Museum Tavern
shooting: The
perpetrator entered
the location and
fired, killing five
people and injuring
eighteen before he
was wrestled to the
ground.","Salem, Oregon"
198,"June 22, 1980",5,Daingerfield church shooting: The perpetrator killed five people and wounded ten others after they had declined to be character witnesses in the trial of him raping his daughter.,11,"Daingerfield, Texas",16,1980-06-22,0,1,1980,6,22,Daingerfield, Texas,"Daingerfield, Morris County, Texas, 75638, United States of America","Daingerfield, Morris County, Texas, 75638, United States of America","(33.0318031, -94.7219895)",33.0318031,-94.7219895,"Daingerfield church
shooting: The
perpetrator killed
five people and
wounded ten others
after they had
declined to be
character witnesses
in the trial of him
raping his daughter.","Daingerfield, Texas"
199,"November 3, 1979",5,"Greensboro Massacre (1979): Members of the Communist Workers Party and others demonstrated against the KKK and the American Nazi Party, the event dissolved into a gunfight in which five people were killed and about twelve people were wounded.",12,"Greensboro, North Carolina",17,1979-11-03,0,0,1979,11,3,Greensboro, North Carolina,"Greensboro, Guilford County, North Carolina, USA","Greensboro, Guilford County, North Carolina, USA","(36.0726355, -79.7919754)",36.0726355,-79.7919754,"Greensboro Massacre
(1979): Members of
the Communist
Workers Party and
others demonstrated
against the KKK and
the American Nazi
Party, the event
dissolved into a
gunfight in which
five people were
killed and about
twelve people were
wounded.","Greensboro, North Carolina"
200,"January 29, 1979",2,Cleveland Elementary School shooting: A 16-year old girl who lived across the street shot and killed two people and injured nine others before being arrested.,9,"San Diego, California",11,1979-01-29,0,0,1979,1,29,San Diego, California,"San Diego, San Diego County, California, USA","San Diego, San Diego County, California, USA","(32.7174209, -117.1627714)",32.7174209,-117.1627714,"Cleveland Elementary
School shooting: A
16-year old girl who
lived across the
street shot and
killed two people
and injured nine
others before being
arrested.","San Diego, California"
201,"June 28, 1978",5,Blackfriars massacre: Four known criminals and a former Boston television investigative news anchorman and reporter were all killed in a supposed sale of cocaine.,0,"Boston, Massachusetts",5,1978-06-28,0,0,1978,6,28,Boston, Massachusetts,"Boston, Suffolk County, Massachusetts, USA","Boston, Suffolk County, Massachusetts, USA","(42.3602534, -71.0582912)",42.3602534,-71.0582912,"Blackfriars
massacre: Four known
criminals and a
former Boston
television
investigative news
anchorman and
reporter were all
killed in a supposed
sale of cocaine.","Boston, Massachusetts"
202,"September 4, 1977",5,"Golden Dragon Massacre (1977): Five members of a Chinese youth gang attempted to kill rival gang members, which quickly turned into a shootout in which five people died and eleven were injured.",11,"San Francisco, California",16,1977-09-04,0,0,1977,9,4,San Francisco, California,"SF, California, USA","SF, California, USA","(37.7792808, -122.4192363)",37.7792808,-122.4192363,"Golden Dragon
Massacre (1977):
Five members of a
Chinese youth gang
attempted to kill
rival gang members,
which quickly turned
into a shootout in
which five people
died and eleven were
injured.","San Francisco, California"
203,"July 12, 1976",7,"California State University, Fullerton, shooting: A custodian at the University killed seven people and wounded two others before fleeing the school. He was arrested.",2,"Fullerton, California",9,1976-07-12,0,0,1976,7,12,Fullerton, California,"Fullerton, Orange County, California, USA","Fullerton, Orange County, California, USA","(33.8708215, -117.9294165)",33.8708215,-117.9294165,"California State
University,
Fullerton, shooting:
A custodian at the
University killed
seven people and
wounded two others
before fleeing the
school. He was
arrested.","Fullerton, California"
204,"March 30, 1975",11,"Easter Sunday Massacre: The perpetrator shot and killed his mother, brother, sister-in-law, and eight nieces and nephews in five minutes before calling police and being arrested.[146]",0,"Hamilton, Ohio",11,1975-03-30,0,0,1975,3,30,Hamilton, Ohio,"Hamilton County, Ohio, USA","Hamilton County, Ohio, USA","(39.2085354, -84.5501874)",39.2085354,-84.5501874,"Easter Sunday
Massacre: The
perpetrator shot and
killed his mother,
brother, sister-in-
law, and eight
nieces and nephews
in five minutes
before calling
police and being
arrested.[146]","Hamilton, Ohio"
205,"December 30, 1974",3,"Olean High School shooting: A student locked himself in a third floor room before shooting out the window, killing three people and injuring eleven before being subdued with tear gas and arrested.",11,"Olean, New York",14,1974-12-30,0,0,1974,12,30,Olean, New York,"Olean, Cattaraugus County, New York, 14760, USA","Olean, Cattaraugus County, New York, 14760, USA","(42.077565, -78.4297419)",42.077565,-78.4297419,"Olean High School
shooting: A student
locked himself in a
third floor room
before shooting out
the window, killing
three people and
injuring eleven
before being subdued
with tear gas and
arrested.","Olean, New York"
206,"November 14, 1974",6,"Ronald DeFeo Jr. Family Murders (1974): Basis for The Amityville Horror, where the perpetrator was convicted for the killing of his parents and siblings, six people in all.",0,"New York City, New York",6,1974-11-14,0,0,1974,11,14,New York City, New York,"NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,"Ronald DeFeo Jr.
Family Murders
(1974): Basis for
The Amityville
Horror, where the
perpetrator was
convicted for the
killing of his
parents and
siblings, six people
in all.","New York City, New York"
207,"January 18, 1973",7,"Hanafi Murders: Three individuals were shot and killed, while two others were wounded, and four children drowned in an attack by six men.[147]",2,Washington D.C.,9,1973-01-18,0,0,1973,1,18,Washington D.C.,Washington D.C.,"Washington, D.C., USA","Washington, D.C., USA","(38.8950092, -77.0365625)",38.8950092,-77.0365625,"Hanafi Murders:
Three individuals
were shot and
killed, while two
others were wounded,
and four children
drowned in an attack
by six men.[147]","Washington D.C.,Washington D.C."
208,"December 31, 1972 - January 7, 1973",10,"Howard Johnson's shooting: Over the course of ten hours and in several locations the perpetrator, having previously killed two police officers and wounded a third, killed seven people and injured ten before being shot and killed by police.",13,"New Orleans, Louisiana",23,1972-12-31,1,0,1972,12,31,New Orleans, Louisiana,"New Orleans, Orleans Parish, Louisiana, USA","New Orleans, Orleans Parish, Louisiana, USA","(29.9499323, -90.0701156)",29.9499323,-90.0701156,"Howard Johnson's
shooting: Over the
course of ten hours
and in several
locations the
perpetrator, having
previously killed
two police officers
and wounded a third,
killed seven people
and injured ten
before being shot
and killed by
police.","New Orleans, Louisiana"
209,"November 9, 1971",5,"Murders by John List: John List shot and killed his wife, mother and three teenage children in a belief that he needed to save their souls through death, he was arrested in 1989 after living under an assumed name after a neighbor recognized him from America's Most Wanted.[148]",0,"Westfield, New Jersey",5,1971-11-09,0,0,1971,11,9,Westfield, New Jersey,"Westfield, Union County, New Jersey, 07090, USA","Westfield, Union County, New Jersey, 07090, USA","(40.6589912, -74.3473717)",40.6589912,-74.3473717,"Murders by John
List: John List shot
and killed his wife,
mother and three
teenage children in
a belief that he
needed to save their
souls through death,
he was arrested in
1989 after living
under an assumed
name after a
neighbor recognized
him from America's
Most Wanted.[148]","Westfield, New Jersey"
210,"August 7, 1970",4,"Marin County Civic Center attacks: The 17-year-old perpetrator took hostages in a court room in an attempt to coerce the release of the Soledad Brothers. Three prisoners released during the siege joined him in the attack, which left the main perpetrator dead along with three others and two others wounded.[149]",2,"San Rafael, California",6,1970-08-07,1,0,1970,8,7,San Rafael, California,"San Rafael, Marin County, California, USA","San Rafael, Marin County, California, USA","(37.9735346, -122.5310874)",37.9735346,-122.5310874,"Marin County Civic
Center attacks: The
17-year-old
perpetrator took
hostages in a court
room in an attempt
to coerce the
release of the
Soledad Brothers.
Three prisoners
released during the
siege joined him in
the attack, which
left the main
perpetrator dead
along with three
others and two
others wounded.[149]","San Rafael, California"
211,"May 15, 1970",2,"Jackson State University shooting: After responding to the University due to a growing unrest, officers opened fire on a dorm building and two students (one from a local high school) were killed and twelve were injured.",12,"Jackson, Mississippi",14,1970-05-15,0,0,1970,5,15,Jackson, Mississippi,"Jackson, Hinds County, Mississippi, 39269, USA","Jackson, Hinds County, Mississippi, 39269, USA","(32.2990384, -90.1847691)",32.2990384,-90.1847691,"Jackson State
University shooting:
After responding to
the University due
to a growing unrest,
officers opened fire
on a dorm building
and two students
(one from a local
high school) were
killed and twelve
were injured.","Jackson, Mississippi"
212,"May 4, 1970",4,"Kent State shootings: During a protest of the bombing of Cambodia at the University, members of the Ohio National Guard opened fire, killing four and injuring nine people.",9,"Kent State University at Kent, Ohio",13,1970-05-04,0,0,1970,5,4,Kent State University at Kent, Ohio,"Cohn Jewish Student Center, 613, East Summit Street, Downtown, Kent, Portage County, Ohio, 44240, USA","Cohn Jewish Student Center, 613, East Summit Street, Downtown, Kent, Portage County, Ohio, 44240, USA","(41.1494627, -81.3497106399037)",41.1494627,-81.3497106399037,"Kent State
shootings: During a
protest of the
bombing of Cambodia
at the University,
members of the Ohio
National Guard
opened fire, killing
four and injuring
nine people.","Kent State University at Kent, Ohio"
213,"May 21-25, 1969",2,"1969 Greensboro uprising: Student protestors, police officers and members of the National Guard exchanged gunfire on the campuses of James B. Dudley High School and North Carolina Agricultural and Technical State University, due to civil rights issues. Two were killed and twenty-seven injured.[150]",27,"Greensboro, North Carolina",29,1969-05-21,0,0,1969,5,21,Greensboro, North Carolina,"Greensboro, Guilford County, North Carolina, USA","Greensboro, Guilford County, North Carolina, USA","(36.0726355, -79.7919754)",36.0726355,-79.7919754,"1969 Greensboro
uprising: Student
protestors, police
officers and members
of the National
Guard exchanged
gunfire on the
campuses of James B.
Dudley High School
and North Carolina
Agricultural and
Technical State
University, due to
civil rights issues.
Two were killed and
twenty-seven
injured.[150]","Greensboro, North Carolina"
214,"July 23-24, 1968",6,"Glenville shootout: A gun battle between the Cleveland Police Department and the Black Nationalists of New Libya led to six people being killed and at least twelve injured, and sparked the Glenville Riots.[151]",12,"Cleveland, Ohio",18,1968-07-23,0,0,1968,7,23,Cleveland, Ohio,"Cleveland, Cuyahoga County, Ohio, USA","Cleveland, Cuyahoga County, Ohio, USA","(41.5051613, -81.6934446)",41.5051613,-81.6934446,"Glenville shootout:
A gun battle between
the Cleveland Police
Department and the
Black Nationalists
of New Libya led to
six people being
killed and at least
twelve injured, and
sparked the
Glenville
Riots.[151]","Cleveland, Ohio"
215,"June 25, 1968",6,"Robison family murders: While vacationing a family was shot and killed, with the parents also bludgeoned with a hammer, the investigation continued for fifteen months after the bodies were discovered.[152]",0,"Lake Michigan, Good Hart, Michigan",6,1968-06-25,0,0,1968,6,25,Lake Michigan, Michigan,"Lake Michigan, Cedar Trail, Forest Beach, Emmet County, Michigan, USA","Lake Michigan, Cedar Trail, Forest Beach, Emmet County, Michigan, USA","(45.4536686, -85.0635059)",45.4536686,-85.0635059,"Robison family
murders: While
vacationing a family
was shot and killed,
with the parents
also bludgeoned with
a hammer, the
investigation
continued for
fifteen months after
the bodies were
discovered.[152]","Lake Michigan, Michigan"
216,"February 8, 1968",3,"South Carolina State University shooting: After responding to the scene of about 200 protestors protesting racial segregation, after an officer was assaulted, officers began to shoot into the crowd; three people were killed and twenty-seven injured.",27,"Orangeburg, South Carolina",30,1968-02-08,0,0,1968,2,8,Orangeburg, South Carolina,"Orangeburg, Orangeburg County, South Carolina, USA","Orangeburg, Orangeburg County, South Carolina, USA","(33.4918203, -80.8556476)",33.4918203,-80.8556476,"South Carolina State
University shooting:
After responding to
the scene of about
200 protestors
protesting racial
segregation, after
an officer was
assaulted, officers
began to shoot into
the crowd; three
people were killed
and twenty-seven
injured.","Orangeburg, South Carolina"
217,"August 1, 1966",17,University of Texas tower shooting: A student and former Marine sharpshooter killed his wife and mother before using the University of Texas clock tower as a sniper's nest to kill sixteen people and wound thirty-one before being killed by police.,31,"University of Texas, at Austin, Texas",48,1966-08-01,1,0,1966,8,1,University of Texas, Texas,"University of Texas at Austin, 2152, San Jacinto Boulevard, Medical District, Austin, Travis County, Texas, 78712, USA","University of Texas at Austin, 2152, San Jacinto Boulevard, Medical District, Austin, Travis County, Texas, 78712, USA","(30.284458, -97.7342106)",30.284458,-97.7342106,"University of Texas
tower shooting: A
student and former
Marine sharpshooter
killed his wife and
mother before using
the University of
Texas clock tower as
a sniper's nest to
kill sixteen people
and wound thirty-one
before being killed
by police.","University of Texas, Texas"
218,"April 25, 1965",4,"1965 Highway 101 sniper attack: A 16-year-old stole his father's military rifle and shot at automobiles driving down the highway, killing two and injuring eleven before committing suicide. A third victim died later at the hospital.[153]",10,"Orcutt, California",14,1965-04-25,1,0,1965,4,25,Orcutt, California,"Orcutt, Santa Barbara County, California, 92455, USA","Orcutt, Santa Barbara County, California, 92455, USA","(34.8650717, -120.4366904)",34.8650717,-120.4366904,"1965 Highway 101
sniper attack: A
16-year-old stole
his father's
military rifle and
shot at automobiles
driving down the
highway, killing two
and injuring eleven
before committing
suicide. A third
victim died later at
the hospital.[153]","Orcutt, California"
219,"March 1, 1954",0,"1954 United States Capitol Shooting Incident: Four Puerto Rican nationalists, shot from the Ladies Gallery of the House of Representatives chamber and wounded five.[154]",5,Washington D.C.,5,1954-03-01,0,0,1954,3,1,Washington D.C.,Washington D.C.,"Washington, D.C., USA","Washington, D.C., USA","(38.8950092, -77.0365625)",38.8950092,-77.0365625,"1954 United States
Capitol Shooting
Incident: Four
Puerto Rican
nationalists, shot
from the Ladies
Gallery of the House
of Representatives
chamber and wounded
five.[154]","Washington D.C.,Washington D.C."
220,"September 6, 1949",13,"'Walk of Death' Killings by Howard Unruh: The perpetrator walked through his neighborhood for 12 minutes and killed thirteen; including three children, and injured three.[155]",3,"Camden, New Jersey",16,1949-09-06,0,0,1949,9,6,Camden, New Jersey,"Camden, Camden County, New Jersey, USA","Camden, Camden County, New Jersey, USA","(39.9448402, -75.1198911)",39.9448402,-75.1198911,"'Walk of Death'
Killings by Howard
Unruh: The
perpetrator walked
through his
neighborhood for 12
minutes and killed
thirteen; including
three children, and
injured three.[155]","Camden, New Jersey"
221,"July 25, 1946",4,Moore's Ford Lynching: Four young African Americans; two married couples were lynched by a white mob and were shot and killed.[156],0,"Walton County, Georgia",4,1946-07-25,0,0,1946,7,25,Walton County, Georgia,"Walton County, Georgia, USA","Walton County, Georgia, USA","(33.762884, -83.740416)",33.762884,-83.740416,"Moore's Ford
Lynching: Four young
African Americans;
two married couples
were lynched by a
white mob and were
shot and
killed.[156]","Walton County, Georgia"
222,"July 8, 1945",9,Utah Prisoner of War Massacre: Nine German POWs were killed and nineteen wounded by an American Army Private who shot at them while on guard duty.[157],19,"Salina, Utah",28,1945-07-08,0,0,1945,7,8,Salina, Utah,"Salina, Utah, USA","Salina, Utah, USA","(38.9577407, -111.859925)",38.9577407,-111.859925,"Utah Prisoner of War
Massacre: Nine
German POWs were
killed and nineteen
wounded by an
American Army
Private who shot at
them while on guard
duty.[157]","Salina, Utah"
223,"November 9, 1934",5,"Kelayres Massacre: An election-eve parade and rally was shot at as it passed by the home of the local Republican boss, three victims died and between twelve and twenty-five were wounded.[158]",18,"Kelayres, Pennsylvania",23,1934-11-09,0,0,1934,11,9,Kelayres, Pennsylvania,"Kelayres, Schuylkill County, Pennsylvania, 18231, USA","Kelayres, Schuylkill County, Pennsylvania, 18231, USA","(40.8999051, -76.0038106)",40.8999051,-76.0038106,"Kelayres Massacre:
An election-eve
parade and rally was
shot at as it passed
by the home of the
local Republican
boss, three victims
died and between
twelve and twenty-
five were
wounded.[158]","Kelayres, Pennsylvania"
224,"June 17, 1933",5,"Kansas City Massacre: Four law enforcement officers and a fugitive were killed, with three law enforcement officers wounded in a shootout between the two groups.[159]",3,"Kansas City, Missouri",8,1933-06-17,0,0,1933,6,17,Kansas City, Missouri,"Kansas City, Jackson County, Missouri, USA","Kansas City, Jackson County, Missouri, USA","(39.100105, -94.5781416)",39.100105,-94.5781416,"Kansas City
Massacre: Four law
enforcement officers
and a fugitive were
killed, with three
law enforcement
officers wounded in
a shootout between
the two groups.[159]","Kansas City, Missouri"
225,"February 14, 1929",7,Saint Valentine's Day Massacre: Seven members and associates of Chicago's North Side Gang were shot and killed execution style against a garage wall.[160],0,"Chicago, Illinois",7,1929-02-14,0,0,1929,2,14,Chicago, Illinois,"Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,"Saint Valentine's
Day Massacre: Seven
members and
associates of
Chicago's North Side
Gang were shot and
killed execution
style against a
garage wall.[160]","Chicago, Illinois"
226,"September 9, 1924",20,"Hanapepe Massacre: During a strike of Filipino sugar workers, in an attempt to rescue two hostage strikebreakers police killed 16 strikers, while strikers killed four law enforcement members.[161]",0,"Hanapepe, Hawaii",20,1924-09-09,0,0,1924,9,9,Hanapepe, Hawaii,"Hanapepe, Kauaʻi County, Hawaii, USA","Hanapepe, Kauaʻi County, Hawaii, USA","(21.9113611, -159.5869973)",21.9113611,-159.5869973,"Hanapepe Massacre:
During a strike of
Filipino sugar
workers, in an
attempt to rescue
two hostage
strikebreakers
police killed 16
strikers, while
strikers killed four
law enforcement
members.[161]","Hanapepe, Hawaii"
227,"June 21 - 22, 1922",23,"Herrin Massacre: During a United Mineworkers of America nationwide strike union miners shot at strikebreakers working at the mine, the mines guards killed three union miners on June 21, and the miners killed 20 strikebreakers and guards on June 22.[162]",0,"Herrin, Illinois",23,1922-06-21,0,0,1922,6,21,Herrin, Illinois,"Herrin, Williamson County, Illinois, 62948, USA","Herrin, Williamson County, Illinois, 62948, USA","(37.8031056, -89.0275744)",37.8031056,-89.0275744,"Herrin Massacre:
During a United
Mineworkers of
America nationwide
strike union miners
shot at
strikebreakers
working at the mine,
the mines guards
killed three union
miners on June 21,
and the miners
killed 20
strikebreakers and
guards on June
22.[162]","Herrin, Illinois"
